sample	fastq_1	fastq_2	strandedness	tpt
UF-3016-1158-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1158-0/UF-3016-1158-0_S14_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1158-0/UF-3016-1158-0_S14_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1159-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1159-0/UF-3016-1159-0_S32_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1159-0/UF-3016-1159-0_S32_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1160-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1160-0/UF-3016-1160-0_S72_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1160-0/UF-3016-1160-0_S72_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1161-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1161-0/UF-3016-1161-0_S40_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1161-0/UF-3016-1161-0_S40_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1162-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1162-0/UF-3016-1162-0_S24_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1162-0/UF-3016-1162-0_S24_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1163-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1163-0/UF-3016-1163-0_S77_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1163-0/UF-3016-1163-0_S77_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1164-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1164-0/UF-3016-1164-0_S24_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1164-0/UF-3016-1164-0_S24_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1165-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1165-0/UF-3016-1165-0_S78_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1165-0/UF-3016-1165-0_S78_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1166-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1166-0/UF-3016-1166-0_S33_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1166-0/UF-3016-1166-0_S33_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1167-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1167-0/UF-3016-1167-0_S33_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1167-0/UF-3016-1167-0_S33_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1168-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1168-0/UF-3016-1168-0_S17_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1168-0/UF-3016-1168-0_S17_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1169-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1169-0/UF-3016-1169-0_S85_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1169-0/UF-3016-1169-0_S85_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1170-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1170-0/UF-3016-1170-0_S31_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1170-0/UF-3016-1170-0_S31_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1171-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1171-0/UF-3016-1171-0_S44_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1171-0/UF-3016-1171-0_S44_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1172-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1172-0/UF-3016-1172-0_S29_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1172-0/UF-3016-1172-0_S29_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1173-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1173-0/UF-3016-1173-0_S45_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1173-0/UF-3016-1173-0_S45_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1174-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1174-0/UF-3016-1174-0_S21_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1174-0/UF-3016-1174-0_S21_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1175-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1175-0/UF-3016-1175-0_S38_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1175-0/UF-3016-1175-0_S38_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1176-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1176-0/UF-3016-1176-0_S41_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1176-0/UF-3016-1176-0_S41_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1177-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1177-0/UF-3016-1177-0_S35_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1177-0/UF-3016-1177-0_S35_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1178-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1178-0/UF-3016-1178-0_S10_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1178-0/UF-3016-1178-0_S10_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1179-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1179-0/UF-3016-1179-0_S35_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1179-0/UF-3016-1179-0_S35_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1180-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1180-0/UF-3016-1180-0_S4_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1180-0/UF-3016-1180-0_S4_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1181-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1181-0/UF-3016-1181-0_S15_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1181-0/UF-3016-1181-0_S15_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1201-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1201-0/UF-3016-1201-0_S19_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1201-0/UF-3016-1201-0_S19_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1202-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1202-0/UF-3016-1202-0_S9_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1202-0/UF-3016-1202-0_S9_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1203-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1203-0/UF-3016-1203-0_S42_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1203-0/UF-3016-1203-0_S42_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1204-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1204-0/UF-3016-1204-0_S3_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1204-0/UF-3016-1204-0_S3_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1205-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1205-0/UF-3016-1205-0_S49_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1205-0/UF-3016-1205-0_S49_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1206-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1206-0/UF-3016-1206-0_S14_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1206-0/UF-3016-1206-0_S14_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1207-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1207-0/UF-3016-1207-0_S12_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1207-0/UF-3016-1207-0_S12_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1208-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1208-0/UF-3016-1208-0_S15_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1208-0/UF-3016-1208-0_S15_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1209-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1209-0/UF-3016-1209-0_S37_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1209-0/UF-3016-1209-0_S37_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1210-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1210-0/UF-3016-1210-0_S14_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1210-0/UF-3016-1210-0_S14_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1211-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1211-0/UF-3016-1211-0_S43_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1211-0/UF-3016-1211-0_S43_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1212-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1212-0/UF-3016-1212-0_S90_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1212-0/UF-3016-1212-0_S90_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1213-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1213-0/UF-3016-1213-0_S47_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1213-0/UF-3016-1213-0_S47_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1213-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1213-0/UF-3016-1213-0_S53_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1213-0/UF-3016-1213-0_S53_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1214-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1214-0/UF-3016-1214-0_S31_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1214-0/UF-3016-1214-0_S31_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1215-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1215-0/UF-3016-1215-0_S33_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1215-0/UF-3016-1215-0_S33_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1217-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1217-0/UF-3016-1217-0_S88_L004_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1217-0/UF-3016-1217-0_S88_L004_R2_001.fastq.gz	reverse	Baseline
UF-3016-1218-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1218-0/UF-3016-1218-0_S13_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1218-0/UF-3016-1218-0_S13_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1219-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1219-0/UF-3016-1219-0_S97_L004_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1219-0/UF-3016-1219-0_S97_L004_R2_001.fastq.gz	reverse	Baseline
UF-3016-1220-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1220-0/UF-3016-1220-0_S35_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1220-0/UF-3016-1220-0_S35_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1221-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1221-0/UF-3016-1221-0_S46_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1221-0/UF-3016-1221-0_S46_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1221-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1221-0/UF-3016-1221-0_S51_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1221-0/UF-3016-1221-0_S51_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1222-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1222-0/UF-3016-1222-0_S79_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1222-0/UF-3016-1222-0_S79_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1223-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1223-0/UF-3016-1223-0_S64_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1223-0/UF-3016-1223-0_S64_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1224-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1224-0/UF-3016-1224-0_S24_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1224-0/UF-3016-1224-0_S24_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1225-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1225-0/UF-3016-1225-0_S16_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1225-0/UF-3016-1225-0_S16_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1226-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1226-0/UF-3016-1226-0_S52_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1226-0/UF-3016-1226-0_S52_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1227-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1227-0/UF-3016-1227-0_S35_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1227-0/UF-3016-1227-0_S35_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1228-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1228-0/UF-3016-1228-0_S68_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1228-0/UF-3016-1228-0_S68_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1229-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1229-0/UF-3016-1229-0_S83_L004_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1229-0/UF-3016-1229-0_S83_L004_R2_001.fastq.gz	reverse	Baseline
UF-3016-1301-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1301-0/UF-3016-1301-0_S90_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1301-0/UF-3016-1301-0_S90_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1302-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1302-0/UF-3016-1302-0_S43_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1302-0/UF-3016-1302-0_S43_L001_R2_001.fastq.gz	reverse	Baseline
